GeneID	S1768_HCT116wt_normDMSO	S1756_HCT116wt_normDMSO	S1774_HCT116wt_hypoxDMSO	S1762_HCT116wt_hypoxDMSO	S1771_HCT116wt_norm3MB	S1759_HCT116wt_norm3MB	S1777_HCT116wt_hypox3MB	S1765_HCT116wt_hypox3MB	S1769_HCT116cdk8as_normDMSO	S1757_HCT116cdk8as_normDMSO	S1775_HCT116cdk8as_hypoxDMSO	S1763_HCT116cdk8as_hypoxDMSO	S1772_HCT116cdk8as_norm3MB	S1760_HCT116cdk8as_norm3MB	S1778_HCT116cdk8as_hypox3MB	S1766_HCT116cdk8as_hypox3MB
SNORD116-9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD117	6	6	42	29	11	5	47	65	13	9	103	65	2	15	74	58
SNORD119	11	3	6	5	5	0	11	6	14	7	5	8	6	5	13	10
SNORD11B	0	0	3	1	2	0	1	0	0	1	0	0	1	0	0	0
SNORD12	44	50	57	40	32	11	37	62	31	40	72	62	20	27	76	30
SNORD121A	2	3	0	6	0	1	0	0	1	1	0	1	0	0	1	0
SNORD121B	0	1	8	1	0	0	1	19	0	0	10	5	0	1	3	7
SNORD123	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
SNORD124	2	6	19	15	9	3	13	11	5	7	30	22	11	9	29	13
SNORD125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD126	0	0	0	2	0	0	0	0	3	0	0	1	1	0	0	2
SNORD127	4	1	0	0	6	3	6	2	0	1	1	1	1	0	1	5
SNORD12B	55	38	53	33	39	35	22	38	22	27	35	51	19	36	34	27
SNORD12C	23	14	10	13	14	3	6	9	12	11	6	28	4	4	5	18
SNORD15A	12	22	23	7	24	3	29	25	36	19	15	29	67	21	16	24
SNORD15B	11	19	13	17	15	5	4	5	32	11	10	12	11	18	15	14
SNORD16	132	60	93	22	81	47	38	47	78	53	42	27	50	34	39	27
SNORD17	153	58	115	73	76	22	64	51	47	41	44	27	28	21	56	40
SNORD18A	9	13	13	8	25	14	18	19	15	14	27	8	22	16	9	15
SNORD18B	25	12	3	2	15	2	2	1	13	9	8	7	5	5	7	6
SNORD18C	83	41	55	17	84	17	63	31	72	51	39	31	45	41	57	36
SNORD19	41	19	73	42	28	16	70	51	41	27	67	73	18	35	80	108
SNORD19B	50	28	57	22	41	17	41	34	54	26	38	29	21	30	49	20
SNORD1A	2	1	3	0	4	1	4	0	3	0	8	4	4	2	2	12
SNORD1B	13	1	8	3	14	1	16	5	14	3	2	2	3	2	5	2
SNORD1C	13	14	26	18	44	4	35	30	16	12	6	13	16	21	10	13
SNORD2	30	22	17	23	32	12	14	18	20	16	12	16	4	12	32	10
SNORD20	9	9	10	8	9	3	1	10	4	6	2	17	5	4	3	14
SNORD21	24	7	32	45	26	6	44	34	12	11	29	22	11	16	64	20
SNORD22	155	182	149	103	164	99	120	146	134	161	121	147	90	158	168	149
SNORD23	45	44	57	73	42	13	54	96	33	57	36	61	27	42	74	68
SNORD24	9	10	10	14	18	10	6	12	14	18	11	9	12	17	22	18
SNORD25	542	635	327	342	438	286	401	423	385	474	291	348	190	456	335	290
SNORD26	160	106	159	74	139	50	132	112	110	86	214	211	36	92	134	92
SNORD27	84	78	128	56	89	46	125	57	90	77	161	138	60	60	94	84
SNORD28	166	87	190	78	113	51	134	65	106	95	218	162	59	60	172	160
SNORD29	139	178	168	82	175	77	176	120	119	189	156	179	127	140	177	121
SNORD30	71	97	44	21	92	20	44	14	82	65	53	32	66	63	40	32
SNORD31	222	120	133	65	331	74	175	61	233	156	149	70	144	118	213	112
SNORD32A	79	56	65	56	46	40	58	55	45	75	69	102	51	47	54	64
SNORD32B	4	1	1	0	0	0	3	1	0	0	3	4	1	0	2	0
SNORD33	28	31	67	32	42	21	17	18	36	43	21	49	13	20	44	17
SNORD34	33	32	65	27	34	31	26	34	30	52	90	49	14	37	37	37
SNORD35A	68	85	69	45	69	21	50	48	82	61	106	63	37	60	68	53
SNORD35B	112	94	108	61	89	35	83	87	86	105	179	119	57	70	150	70
SNORD36A	240	204	233	186	287	102	286	240	271	199	229	176	223	212	296	200
SNORD36B	6	5	26	4	13	3	17	7	9	8	6	4	6	8	12	7
SNORD36C	27	14	14	4	21	4	13	13	10	9	28	12	13	19	25	8
SNORD37	8	10	4	5	3	4	9	8	1	5	2	5	2	7	2	9
SNORD38A	10	21	12	30	13	10	21	39	9	22	30	42	6	24	29	53
SNORD38B	84	74	91	91	68	34	148	133	37	36	136	73	29	43	146	128
SNORD41	46	13	29	22	31	17	34	24	53	33	10	59	14	27	55	6
SNORD42A	27	23	39	58	33	9	27	22	32	12	18	28	20	33	27	30
SNORD42B	18	13	42	19	22	10	32	23	15	20	34	26	12	7	50	33
SNORD43	67	86	28	30	65	32	39	18	52	42	42	31	39	28	50	23
SNORD44	62	41	77	47	64	19	73	57	71	45	80	64	35	32	103	44
SNORD45A	74	55	51	20	53	34	33	21	40	46	28	31	24	40	43	42
SNORD45B	56	42	45	25	73	16	27	10	48	31	30	14	36	38	21	37
SNORD45C	19	17	40	12	32	6	13	10	23	19	8	7	18	10	24	6
SNORD46	21	20	51	15	29	6	34	20	16	18	51	32	26	18	41	15
SNORD47	239	273	387	281	284	114	307	359	213	233	554	429	193	188	373	379
SNORD48	129	148	95	47	177	90	108	53	168	159	72	56	102	83	85	54
SNORD49A	39	38	29	20	46	10	30	12	29	28	12	9	24	36	20	47
SNORD49B	100	83	42	45	98	36	53	69	72	81	22	61	53	63	57	30
SNORD4A	105	64	102	77	117	33	64	73	91	76	72	77	74	62	100	77
SNORD4B	6	14	21	13	10	2	17	14	18	18	25	30	7	7	9	25
SNORD5	108	76	332	223	92	27	257	187	77	46	271	167	50	57	250	193
SNORD50A	9	16	26	18	17	3	37	46	17	14	16	32	6	15	3	15
SNORD50B	29	19	42	31	31	13	32	16	32	17	72	36	16	16	12	10
SNORD51	2	4	3	2	2	2	12	7	1	3	10	7	2	3	7	10
SNORD52	110	118	73	91	111	55	48	67	116	112	39	54	52	84	58	48
SNORD53	0	0	6	5	3	0	0	2	1	0	5	5	1	2	5	4
SNORD54	33	14	56	6	14	3	43	17	23	8	18	24	18	14	18	14
SNORD55	233	135	154	79	191	39	182	129	155	113	95	102	144	89	242	100
SNORD56	95	75	64	36	146	39	55	49	60	70	40	31	76	74	43	31
SNORD56B	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
SNORD57	45	48	39	28	68	34	32	55	57	40	10	17	38	31	22	15
SNORD58A	27	33	76	33	21	6	51	44	17	22	74	60	21	19	71	50
SNORD58B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD58C	20	20	45	46	23	9	42	40	43	23	48	29	32	26	38	39
SNORD59A	9	9	33	16	6	7	7	21	8	8	32	14	0	8	10	16
SNORD59B	4	8	23	19	14	7	15	35	11	10	23	17	5	12	14	33
SNORD6	37	12	43	28	17	7	24	35	15	11	65	27	3	9	34	15
SNORD60	80	69	54	44	67	22	65	28	74	53	66	68	48	34	45	35
SNORD61	0	4	0	1	0	0	0	0	1	0	0	0	0	0	0	0
SNORD62A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD62B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD63	19	9	16	11	7	1	5	6	22	9	10	6	13	5	9	11
SNORD64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD65	107	71	51	48	60	18	49	50	90	50	53	43	43	42	62	50
SNORD66	2	3	4	2	11	1	1	3	0	4	4	2	17	4	0	1
SNORD67	36	2	17	11	24	4	14	13	19	8	8	4	6	13	7	16
SNORD68	37	66	66	47	68	17	52	69	44	61	117	64	37	40	83	88
SNORD69	28	15	42	22	16	9	26	28	33	37	60	39	12	17	24	46
SNORD7	0	1	10	1	5	1	3	1	2	4	2	7	2	4	8	6
SNORD70	6	1	1	1	4	1	3	2	1	0	0	0	33	1	3	0
SNORD71	1	3	24	2	2	3	0	1	3	3	8	1	12	2	3	0
SNORD72	2	3	8	2	2	0	5	1	7	2	6	6	0	3	11	3
SNORD73A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD74	106	56	129	72	89	37	93	80	68	64	119	86	55	44	84	71
SNORD75	25	18	48	13	25	9	19	12	15	15	35	39	7	15	31	13
SNORD76	124	125	248	138	183	65	206	135	103	99	319	263	112	75	238	175
SNORD77	60	54	114	50	62	32	79	53	50	48	124	87	36	33	91	77
SNORD78	75	43	81	46	100	45	73	52	78	44	70	61	45	26	91	47
SNORD79	117	120	215	142	167	81	181	138	131	72	352	227	110	106	313	167
SNORD8	0	0	0	0	1	1	7	0	0	0	1	0	0	1	2	0
SNORD80	495	475	1044	1016	589	314	980	1082	402	502	1703	1749	350	405	1370	1741
SNORD81	178	99	106	97	128	73	133	115	107	150	129	130	62	95	126	104
SNORD82	1	0	3	1	6	2	0	3	1	2	1	0	1	0	0	0
SNORD83A	46	30	44	18	47	17	43	46	32	48	44	33	35	32	50	49
SNORD83B	124	107	103	52	98	34	92	68	52	69	79	54	40	54	69	88
SNORD84	88	36	20	38	45	15	29	36	44	26	25	21	25	28	59	30
SNORD85	0	0	5	3	0	0	0	0	1	1	0	0	0	1	0	0
SNORD86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD87	44	68	55	43	62	30	32	15	83	65	45	32	36	41	54	24
SNORD88A	10	10	12	9	3	11	6	11	3	14	0	1	2	9	5	1
SNORD88B	154	239	22	21	119	63	22	12	131	156	15	11	51	76	15	24
SNORD88C	40	46	14	43	34	28	9	27	52	64	5	11	17	32	14	13
SNORD89	37	27	41	29	31	16	69	12	55	26	28	31	28	42	74	42
SNORD9	2	5	7	1	7	0	4	1	3	1	1	3	1	3	5	0
SNORD90	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
SNORD91A	1	4	16	25	8	1	23	24	3	2	47	14	0	2	37	19
SNORD91B	4	0	3	2	1	1	2	0	0	3	1	0	4	0	2	0
SNORD92	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0
SNORD93	8	16	3	7	7	2	7	14	11	17	3	1	13	3	2	4
SNORD94	16	9	20	18	5	6	16	13	20	10	16	22	2	10	18	20
SNORD95	14	13	16	13	34	25	26	12	17	12	21	13	34	15	55	23
SNORD96A	169	91	125	75	152	42	139	125	173	85	81	54	80	77	95	92
SNORD96B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD97	6	10	19	8	11	5	8	24	4	7	45	16	10	11	10	7
SNORD98	12	3	16	11	15	1	26	13	5	8	4	5	1	3	11	12
SNORD99	74	68	81	71	118	55	86	78	116	88	138	80	103	66	147	72
SNPH	446	328	197	165	497	218	281	317	272	310	34	54	198	282	86	113
SNRK	1150	670	446	463	889	332	577	539	971	651	581	620	578	576	959	653
SNRK-AS1	45	27	23	18	16	15	14	19	14	17	2	4	9	14	14	6
SNRNP200	19935	18586	21308	19273	23234	8883	22779	22563	20210	20221	14615	17809	14442	16131	21011	19832
SNRNP25	2050	994	481	479	1034	447	472	587	941	1027	252	430	649	649	512	371
SNRNP27	1406	905	902	1116	960	411	880	1253	783	726	747	920	531	663	978	1122
SNRNP35	754	450	317	332	539	310	432	445	467	483	178	407	357	418	370	343
SNRNP40	4606	2489	1778	1303	3143	1138	1739	1415	3204	3039	1218	1187	1974	2192	1631	1434
SNRNP48	2267	1253	1224	1181	1906	637	1398	1708	1107	783	669	691	716	717	1045	882
SNRNP70	11814	9084	8408	9119	9780	4074	7992	8883	8163	8003	4984	7351	5972	6676	7822	7915
SNRPA	4335	4468	4704	6301	5169	1992	5607	6454	4146	4413	4137	5935	3024	3708	6049	6353
SNRPA1	2035	959	951	950	1443	517	999	959	1357	1245	685	929	828	1117	965	770
SNRPB	24888	16084	10982	11739	16714	7960	12624	14057	14139	16827	6972	11000	9579	12347	12020	11898
SNRPB2	3166	1852	1407	1477	2151	999	1377	1445	2215	1981	1105	1709	1369	1393	1661	1406
SNRPC	4110	2637	1528	1991	2295	1406	1631	2530	2425	2688	805	1673	1422	1967	1501	1762
SNRPD1	6009	2462	2270	1706	3384	1267	1849	1739	3088	2440	1210	1482	1823	1959	1910	1410
SNRPD2	26459	6711	16118	8887	15312	4011	12213	8336	10185	8150	9555	8120	8491	6818	12636	7495
SNRPD2P2	32	11	25	13	36	11	27	15	7	16	17	11	7	7	25	15
SNRPD3	9061	3734	3362	2583	5573	1871	3182	2828	5047	3898	1683	1912	2994	2611	2809	2049
SNRPE	2355	1012	1248	900	1489	574	935	947	1295	1162	619	945	830	947	1046	733
SNRPF	7654	3272	3161	2831	3875	1719	3130	2768	4274	3882	2495	3103	2613	2555	3009	2693
SNRPG	3803	1505	1537	1259	2077	783	1189	1288	1582	1880	906	1314	1087	1039	1432	983
SNRPN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNTA1	1589	895	1369	1358	1429	536	1449	1706	1301	1370	1063	1556	1029	1303	1647	1736
SNTB1	75	42	79	132	64	41	77	112	28	11	6	12	8	11	25	6
SNTB2	1873	1184	1837	1937	2054	693	2533	2438	1609	1239	2466	3176	1410	1392	4715	4979
SNTG1	0	1	0	2	0	0	1	0	0	0	0	0	0	1	1	0
SNTG2	30	6	13	10	26	4	22	10	11	1	5	0	2	3	4	2
SNTN	1	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0
SNUPN	1332	747	747	847	959	406	1076	991	699	671	421	618	466	572	931	626
SNURF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNW1	5174	2679	2909	2811	3254	1359	2834	3101	3282	2888	1877	2586	1999	2102	3362	2562
SNX1	5157	3479	3057	3291	4410	1866	3854	4328	4125	3545	1736	2296	2720	3043	3253	2906
SNX10	1941	891	1281	1378	1513	469	1166	1658	762	630	468	706	586	581	974	798
SNX11	1432	979	974	872	1066	485	1018	1052	1041	1043	755	840	722	762	1201	982
SNX12	1574	958	871	958	1164	476	876	962	979	950	496	581	656	688	835	657
SNX13	2062	944	1158	1093	1507	438	760	1146	1169	824	814	986	946	891	1326	1151
SNX14	3376	1858	3334	3577	2592	991	3164	3746	1971	1344	1515	2060	1493	1440	3123	2347
SNX15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNX16	380	173	301	351	289	123	357	342	192	136	141	281	156	110	328	173
SNX17	7782	3718	3804	2846	5272	1756	3229	3249	3814	3228	1715	1690	2707	2468	3054	2170
SNX18	1024	736	462	498	1016	348	537	673	966	833	255	520	704	739	729	583
SNX19	1205	1138	628	629	1507	654	756	837	1353	1191	453	580	1018	1048	943	707
SNX2	3986	1853	1841	1796	2763	953	1813	2369	2093	1763	1033	1577	1708	1736	2486	1938
SNX20	1	1	3	2	0	0	1	0	0	1	0	0	0	0	0	0
SNX21	465	368	478	525	493	184	560	584	378	333	298	435	217	348	524	501
SNX22	333	266	135	97	338	126	115	117	180	207	64	62	145	173	78	84
SNX24	578	278	265	213	469	160	320	301	305	244	122	185	185	210	250	194
SNX25	937	499	962	1100	678	236	942	1079	499	410	505	734	372	336	786	592
SNX27	1248	1002	1353	1269	1514	453	1440	1408	1263	947	801	939	928	775	1311	1061
SNX29	367	348	345	331	531	223	472	543	357	334	213	197	256	296	313	266
SNX29P1	43	35	38	38	35	13	43	63	35	38	33	26	36	32	69	38
SNX29P2	21	25	23	27	25	6	30	16	28	18	24	31	16	7	47	12
SNX3	7542	3291	5379	5439	4750	1911	5646	5662	4265	3670	4283	5318	2608	2813	6246	5124
SNX30	1202	802	1420	1501	1460	473	1979	2087	964	895	877	1410	840	1007	2003	2024
SNX31	9	11	23	15	14	6	5	27	9	3	6	14	6	5	11	4
SNX32	1	1	1	1	2	0	0	1	0	3	1	1	1	1	0	1
SNX33	464	533	1657	1936	682	246	2063	2196	657	636	1432	2587	604	698	3229	2939
SNX4	1625	697	682	634	986	325	643	784	845	701	382	372	560	572	765	675
SNX5	6838	3674	3366	3310	4170	1705	3244	3342	4210	3878	2566	3308	2585	2741	3491	2878
SNX6	3700	1836	1905	1920	2666	1110	1797	2191	2194	1796	1217	1396	1508	1592	2282	1934
SNX7	1154	643	540	616	815	378	518	708	663	631	408	442	532	569	747	682
SNX8	2163	1858	1568	1666	2179	808	1659	1790	1716	1891	818	1120	1305	1437	1276	1306
SNX9	4206	2619	3048	3330	3446	1411	3641	3972	2874	2315	1652	2376	1863	1868	2774	2248
SOAT1	1931	1101	946	923	1580	586	1092	1183	1218	982	489	640	903	979	1006	838
SOAT2	7	3	14	5	10	2	18	21	3	1	6	2	1	5	9	7
SOBP	220	224	188	163	281	90	157	180	222	238	102	111	199	187	140	169
SOCS1	120	157	120	171	172	57	216	313	64	84	489	607	47	63	443	352
SOCS2	871	465	342	380	719	226	417	464	1022	907	406	606	686	828	1092	922
SOCS2-AS1	55	20	17	4	27	8	13	11	25	22	22	15	43	34	60	44
SOCS3	805	776	1659	2826	891	334	1950	2527	509	523	3144	5029	370	477	2806	3181
SOCS4	1851	1137	786	672	1521	534	755	811	1380	951	635	709	1148	936	1011	894
SOCS5	1343	765	1230	1047	1055	340	1120	1258	902	585	527	560	491	577	853	656
SOCS6	3762	2185	2007	2127	2742	1043	2134	2672	4212	3384	1929	2131	2130	2186	2783	2625
SOCS7	2752	2553	4354	4714	3539	1335	4667	5498	2786	2658	2750	3991	2100	2461	4531	4546
SOD1	24655	6778	10734	7811	12137	4092	9784	7962	11043	8247	6196	7214	7611	6678	9735	6586
SOD2	2951	1548	1195	993	2293	772	1454	1215	2061	1551	590	844	1348	1324	1298	998
SOD3	0	0	1	0	0	0	0	0	2	1	0	0	0	1	0	0
SOGA1	533	995	716	836	1319	437	943	1121	728	697	229	383	637	675	577	629
SOGA3	22	25	23	18	32	15	47	50	15	18	6	8	34	39	54	46
SOHLH1	0	1	1	0	1	0	1	0	3	1	0	1	0	0	11	2
SOHLH2	0	0	1	0	1	0	0	0	40	50	10	20	29	54	30	36
SON	10072	8923	7163	7356	11082	4268	7467	8600	10804	9191	5351	6740	6820	7405	8476	7420
SORBS1	161	93	143	99	238	101	271	119	143	147	114	101	186	177	227	177
SORBS2	3	4	0	0	4	1	0	3	4	4	0	0	0	0	2	2
SORBS3	1863	4032	3052	4416	4379	1763	4343	5251	3542	4126	2233	3559	2833	3529	4127	4561
SORCS1	0	2	0	0	1	1	3	2	0	1	2	0	0	0	1	1
SORCS2	29	34	8	17	39	6	20	20	32	36	9	4	57	59	37	24
SORCS3	0	1	0	0	0	0	0	1	2	0	1	0	0	0	0	2
SORCS3-AS1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
SORD	3753	2120	1667	1708	2877	1050	1974	1786	3153	2848	1191	1486	2093	2113	2231	2012
SORL1	1408	1503	2820	2975	2475	767	3901	3843	982	849	672	923	1066	954	1687	1664
SORT1	1957	1543	1108	1132	1840	751	1099	1236	1273	1386	452	655	818	1023	856	778
SOS1	1198	956	1524	1403	1608	505	1486	1888	1498	1027	1101	1250	1165	1168	1994	1517
SOS2	689	472	636	633	814	245	707	804	428	257	408	487	333	359	706	473
SOST	0	0	0	0	0	0	0	2	1	0	1	0	0	0	0	2
SOSTDC1	0	0	0	0	0	1	1	1	0	1	0	0	0	2	0	0
SOWAHA	38	67	5	22	39	56	9	25	21	26	1	3	11	30	4	4
SOWAHB	178	136	61	113	173	105	222	188	319	298	31	78	320	405	244	237
SOWAHC	1275	1010	1210	1442	1176	423	1221	1522	972	889	899	1224	646	730	1569	1225
SOWAHD	40	49	33	43	64	14	110	63	30	22	5	24	19	29	50	41
SOX1	6	12	12	14	5	2	15	15	6	4	6	15	9	11	15	30
SOX10	1	1	45	10	6	1	28	17	1	6	3	12	7	2	22	6
SOX11	3	8	3	5	4	2	9	10	1	4	1	0	7	3	6	4
SOX12	2029	3220	3534	5136	3339	1331	3880	4465	2772	2711	1637	2262	1957	2260	3074	2342
SOX13	711	1087	1330	1939	1574	574	2100	2628	1461	1342	1234	2071	1186	1277	2594	2466
SOX14	2	0	0	2	5	1	0	0	0	0	1	0	0	0	1	2
SOX15	25	18	4	16	17	5	25	32	5	12	4	10	7	14	22	15
SOX17	0	4	0	1	4	0	1	0	0	2	1	1	0	0	3	1
SOX18	126	158	32	67	200	78	81	76	84	127	4	14	95	91	44	30
SOX2	1	6	1	1	5	5	1	3	1	1	0	1	1	1	2	3
SOX2-OT	6	2	2	2	2	0	0	16	2	0	4	0	4	0	3	4
SOX21	0	1	4	1	0	1	0	1	1	0	3	2	0	1	2	1
SOX21-AS1	0	1	2	0	0	0	0	0	2	1	0	0	1	0	0	0
SOX3	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0
SOX30	15	7	15	12	5	0	10	29	1	7	2	0	7	4	13	10
SOX4	3957	3337	2416	2336	3237	1086	2433	2608	2463	1599	489	676	1668	1322	1420	1222
SOX5	1	0	0	0	2	1	0	1	0	1	0	0	0	0	1	0
SOX6	5	4	8	37	13	4	30	16	16	8	3	4	9	9	32	20
SOX7	22	30	29	14	38	11	16	19	47	24	14	11	29	24	6	7
SOX8	302	274	259	357	375	156	390	454	435	445	191	281	454	441	353	266
SOX9	1468	1793	6228	7941	3054	911	8292	9535	1608	1088	4206	6470	1858	1330	7464	7723
SOX9-AS1	45	24	93	129	47	13	192	219	41	18	64	84	34	36	215	147
SP1	5697	4397	6428	6628	6201	2221	7445	8076	5727	4539	5218	6453	4566	4494	9558	8765
SP100	2334	1129	1826	2292	1762	630	1990	2613	1394	1176	1368	2054	1038	1043	2393	2102
SP110	389	253	167	248	360	100	320	356	257	217	98	146	162	225	189	179
SP140	52	25	41	38	30	12	30	47	56	25	19	19	23	30	77	33
SP140L	883	633	885	1022	772	327	1015	1310	604	574	712	867	483	588	1428	1094
SP2	588	1288	951	1311	1446	558	1285	1287	1166	1330	661	1066	724	879	1133	870
SP3	4643	2719	3469	3100	3856	1222	2956	3441	3484	2430	2393	2933	2354	2138	3618	2531
SP4	690	423	554	446	709	179	479	500	419	318	269	249	330	279	354	318
SP5	59	38	7	16	47	28	41	22	22	17	0	0	21	12	3	5
SP6	796	805	763	751	1147	467	863	824	1008	1001	396	677	828	1071	757	827
SP7	2	0	1	1	6	0	2	2	0	2	2	0	11	1	0	1
SP8	41	45	19	25	45	41	29	42	46	40	7	32	26	25	7	24
SP9	18	7	21	21	36	7	30	24	21	17	5	5	26	23	45	15
SPA17	540	232	216	219	344	127	273	290	380	228	195	195	194	199	225	142
SPACA1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
SPACA3	0	1	2	0	0	0	0	0	0	0	0	0	0	0	3	0
SPACA4	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
SPACA5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPACA5B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPACA6P	136	104	166	190	184	72	192	178	81	83	52	71	58	96	115	115
SPACA6P-AS	33	10	24	27	33	10	30	33	9	9	4	9	6	10	4	4
SPACA7	4	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
SPAG1	624	377	146	166	400	172	137	206	261	240	24	88	123	155	100	90
SPAG11A	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0
SPAG11B	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0
SPAG16	1	1	0	0	0	0	1	0	3	0	1	2	1	1	1	3
SPAG17	0	0	0	0	2	0	1	1	2	1	7	2	1	2	1	1
SPAG4	76	59	424	381	111	32	510	389	55	37	167	166	79	58	331	248
SPAG5	5584	3600	4658	4502	4998	1760	5084	5332	3491	3059	3432	3996	2551	2874	5155	4294
SPAG5-AS1	6	0	14	8	12	3	15	12	1	5	3	14	0	5	11	9
SPAG6	1	0	2	2	0	0	1	5	2	2	0	0	1	3	5	1
SPAG7	1861	961	1137	1200	966	427	985	1043	1274	1037	915	1443	673	715	1226	918
SPAG8	10	14	10	1	3	5	2	3	4	6	0	0	4	9	0	5
SPAG9	5381	3378	9762	8624	5510	1686	8906	8859	4444	3175	10767	10418	2876	3158	11648	9538
SPAM1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
SPANXA1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPANXA2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPANXA2-OT1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
SPANXB1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPANXC	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPANXD	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPANXN1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
SPANXN2	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0
SPANXN3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPANXN4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
SPANXN5	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
SPARC	4	5	9	9	5	2	3	3	3	2	2	4	0	0	3	6
SPARCL1	2	0	1	0	0	0	0	1	0	0	1	0	0	2	0	1
SPAST	657	429	315	309	598	203	292	383	581	426	214	310	353	348	347	223
SPATA12	18	24	13	32	30	11	34	68	7	10	10	7	13	12	24	20
SPATA13	1707	1522	1127	1347	1870	826	1737	1845	1758	1871	787	966	1336	1595	1461	1461
SPATA13-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPATA16	3	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
SPATA17	95	22	67	26	34	10	46	63	61	40	22	14	27	33	56	50
SPATA18	33	6	9	5	16	2	6	11	4	3	0	0	3	3	5	8
SPATA19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPATA2	425	438	235	287	498	211	305	313	720	619	236	279	433	449	363	338
SPATA20	2411	2439	2978	2767	3205	1310	4280	3909	2079	1974	1529	1808	2007	2076	3880	2847
SPATA21	3	4	3	0	1	0	3	2	0	0	2	3	1	0	4	1
SPATA22	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0
SPATA24	114	61	62	71	80	22	68	70	65	68	33	54	43	62	58	80
SPATA25	2	7	5	2	1	2	2	2	3	4	0	2	6	3	0	4
SPATA2L	2042	1722	735	820	1787	744	829	1131	1640	1506	325	484	1020	1100	737	613
SPATA3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
SPATA3-AS1	9	10	10	10	10	2	4	9	7	20	3	7	4	11	7	3
SPATA31A1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
SPATA31A3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPATA31A5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPATA31A6	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0
SPATA31A7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPATA31C1	0	0	0	1	0	2	0	0	0	0	0	0	0	1	3	0
SPATA31C2	2	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0
SPATA31D1	2	0	0	3	0	0	0	3	0	0	0	0	0	0	1	1
SPATA31D3	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	1
SPATA31D4	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
SPATA31D5P	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
SPATA31E1	6	2	2	3	3	0	1	3	2	0	0	4	0	1	0	2
SPATA32	0	2	0	3	1	1	4	0	0	0	0	1	1	3	0	0
SPATA33	869	853	345	250	963	350	389	368	710	754	260	215	530	629	309	321
SPATA4	12	7	43	6	11	1	20	27	13	9	3	1	0	8	13	11
